id,track_name,popularity,track_id,duration_ms,album_name,release_date,total_tracks,artist_names,artist_ids,genre
6953,Bad Company,70,2KZXCH4npY28gtZKXcB2N8,262440,War Is the Answer,2009-09-22,14,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],metal
6954,She Hates Me,72,16DhvbuyvJob4Q9GHNYu2n,216760,Come Clean,2001-08-28,12,['Puddle Of Mudd'],['3dXaa6jwM7B52GZpaJEIr5'],metal
6955,Down with the Sickness,75,40rvBMQizxkIqnjPdEWY1v,279213,The Sickness,2000-03-07,12,['Disturbed'],['3TOqt5oJwL9BE2NG9MEwDa'],metal
6956,Popular Monster,74,4GssB27iJeqmfGxS94Tfij,220537,Popular Monster,2019-11-20,1,['Falling In Reverse'],['2CmaKO2zEGJ1NWpS1yfVGz'],metal
6957,Before I Forget,77,6wqJeItl3Vc3az4ZicSQAB,278600,Vol. 3: The Subliminal Verses,2004,22,['Slipknot'],['05fG473iIaoy82BF1aGhL8'],metal
6958,Crawling,77,57BrRMwf9LrcmuOsyGilwr,208960,Hybrid Theory (Bonus Edition),2000,15,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],metal
6959,The Red,70,1gyee1JuFFiP476LQpRMYU,238400,Wonder What's Next (Expanded Edition),2002,15,['Chevelle'],['56dO9zeHKuU5Gvfc2kxHNw'],metal
6960,The Anthem,73,0BRHnOFm6sjxN1i9LJrUDu,175093,The Young and The Hopeless,2002-10-04,14,['Good Charlotte'],['5aYyPjAsLj7UzANzdupwnS'],metal
6961,Headstrong,71,1AEYT6VxrxXPMoQUxsY0E4,285569,Trapt,2002-11-05,11,['Trapt'],['1UdQqCUR7RwB9YYJONwbdM'],metal
6962,Cold,70,6ZxrUCaynLgKSUudACOTwj,194226,Crossfade,2004-04-13,10,['Crossfade'],['4IR8ZkpbyyKrqsIzchF3NB'],metal
6963,THE DEATH OF PEACE OF MIND,74,6tRneEcItwpSxBtqgem5Dr,241499,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metal
6964,Bodies,74,7CpbhqKUedOIrcvc94p60Y,201960,Sinner,2001-01-01,11,['Drowning Pool'],['1E4r4z7ivGUcSAnCbINJ9v'],metal
6965,Remedy,71,5ynxx6zC4dgzsMHLYQ04Dc,207213,Karma and Effect,2005-01-01,14,['Seether'],['6B5c4sch27tWHAGdarpPaW'],metal
6966,Zombie,74,5d8Wq39QLT6OQWsY9paz5n,254805,Disobey,2018-05-11,13,['Bad Wolves'],['0eI3X5rAzHRZVe5FPk4MN1'],metal
6967,Sound of Madness,70,0W9Xvd4Qx1aZPxEi94vgRY,233986,The Sound of Madness,2008-06-23,11,['Shinedown'],['70BYFdaZbEKbeauJ670ysI'],metal
6968,Throne,77,0M3adYbGtyRHACP86dey1H,191520,That's The Spirit,2015-09-11,11,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metal
6969,Move Along,68,2l57cfmCnOkwNX1tky02n1,238880,Move Along,2005-01-01,12,['The All-American Rejects'],['3vAaWhdBR38Q02ohXqaNHT'],metal
6970,Lips Of An Angel,72,40LQiUUUKXVGyNs09lHVjW,261853,Extreme Behavior,2005-01-01,10,['Hinder'],['6BMhCQJYHxxKAeqYS1p5rY'],metal
6971,Custer,74,3GiJq4AQK7324mfIQbpiTf,254466,.5: The Gray Chapter (Special Edition),2014-10-15,16,['Slipknot'],['05fG473iIaoy82BF1aGhL8'],metal
6972,Ronald,74,1xeIvccuZq4DiqqmZDSbAg,196754,Ronald,2024-05-07,1,"['Falling In Reverse', 'Tech N9ne', 'Alex Terrible']","['2CmaKO2zEGJ1NWpS1yfVGz', '6UBA15slIuadJ8h2lPRPos', '5imFWt9rzlx5iGqS58ArtO']",metal
6973,First Date,74,1fJFuvU2ldmeAm5nFIHcPP,171533,Take Off Your Pants And Jacket,2001,13,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],metal
6974,Here Without You,76,3NLrRZoMF0Lx6zTlYqeIo4,238733,Away From The Sun,2002-11-12,12,['3 Doors Down'],['2RTUTCvo6onsAnheUk3aL9'],metal
6975,Granite,71,4mxiv6HQfhqgIuN5iOONQd,225426,Take Me Back To Eden,2023-05-19,12,['Sleep Token'],['2n2RSaZqBuUUukhbLlpnE6'],metal
6976,Addicted,69,3pxCXv0NACYfYnLjFcQW5D,222826,Saving Abel,2008-01-01,11,['Saving Abel'],['2AVVj8ezW2mJ0v8u7XydiF'],metal
6977,Scars,69,1UREw2MCfU0xwBzCAjxlUD,208186,Getting Away With Murder,2004-01-01,12,['Papa Roach'],['4RddZ3iHvSpGV4dvATac9X'],metal
6978,Smooth Criminal,74,5z6xHjCZr7a7AIcy8sPBKy,209266,Anthology,2001-01-01,13,['Alien Ant Farm'],['6TZdvF1kFzwnQLgHQynzsO'],metal
6979,When I'm Gone,70,3WbphvawbMZ8FyqDxYGdSQ,260333,Away From The Sun,2002-11-12,12,['3 Doors Down'],['2RTUTCvo6onsAnheUk3aL9'],metal
6980,The Reason,79,5B5eTk7DF8KVp1zpQoY1XY,232800,The Reason (20th Anniversary),2024-01-12,17,['Hoobastank'],['2MqhkhX4npxDZ62ObR5ELO'],metal
6981,Somewhere I Belong,69,3agtg0x11wPvLIWkYR39nZ,213933,Meteora,2003-09-16,13,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],metal
6982,Rosemary,72,4FEr6dIdH6EqLKR0jB560J,413346,Koi No Yokan,2012-11-09,11,['Deftones'],['6Ghvu1VvMGScGpOUJBAHNH'],metal
6983,Soul to Squeeze,71,3arKRnq9OUd7yq6LRwVW8I,289533,Greatest Hits,2003-11-18,16,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],metal
6984,Second Chance,69,0CwYG1UnRmOx8Q1EzElCIL,222066,The Sound of Madness,2008-06-23,11,['Shinedown'],['70BYFdaZbEKbeauJ670ysI'],metal
6985,B.Y.O.B.,76,0EYOdF5FCkgOJJla8DI2Md,255466,Mezmerize,2005-05-17,11,['System Of A Down'],['5eAWCfyUhZtHHtBdNk56l1'],metal
6986,My Way,75,2gSVKxPDww9Eep5rdvtdem,272973,Chocolate Starfish And The Hot Dog Flavored Water,2000-10-17,15,['Limp Bizkit'],['165ZgPlLkK7bf5bDoFc6Sb'],metal
6987,In Too Deep,74,1HNE2PX70ztbEl6MLxrpNL,207093,"All Killer, No Filler",2001-01-01,13,['Sum 41'],['0qT79UgT5tY4yudH9VfsdT'],metal
6988,Cut the Cord,69,4LFBVDJV0xpayUvquQVzhS,224596,Threat to Survival,2015-09-18,11,['Shinedown'],['70BYFdaZbEKbeauJ670ysI'],metal
6989,Jekyll and Hyde,68,5dFEX82XB1ElGFwfCp0rql,206903,Got Your Six (Deluxe),2015-09-04,14,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],metal
6990,Animals - 2020 Remaster,71,2TeEhtmhMQmUyQJhnJNvAs,186586,All The Right Reasons (15th Anniversary Expanded Edition),2005,27,['Nickelback'],['6deZN1bslXzeGvOLaLMOIF'],metal
6991,My Sacrifice,73,2VSbEXqs6NbNiZSTcHlIDR,294600,Weathered,2001-01-01,11,['Creed'],['43sZBwHjahUvgbx1WNIkIz'],metal
6992,Please Please Please Let Me Get What I Want - 2005 Remaster,67,42gzADgUU7e2yu5Qn8WfeC,124173,B-Sides & Rarities,2005,14,['Deftones'],['6Ghvu1VvMGScGpOUJBAHNH'],metal
6993,The Drug In Me Is You,71,1mB7dCUM7sPyNab6R43nlj,218786,The Drug In Me Is You,2011-07-26,11,['Falling In Reverse'],['2CmaKO2zEGJ1NWpS1yfVGz'],metal
6994,By the Way,77,1f2V8U1BiWaC9aJWmpOARe,216933,By the Way (Deluxe Edition),2002-07-09,18,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],metal
6995,Rain,70,0GXwlEXCO8qeeeOIYpsR3m,252158,Take Me Back To Eden,2023-05-19,12,['Sleep Token'],['2n2RSaZqBuUUukhbLlpnE6'],metal
6996,Psychosocial,76,3RAFcUBrCNaboRXoP3S5t1,284120,All Hope Is Gone (10th Anniversary),2008-08-20,28,['Slipknot'],['05fG473iIaoy82BF1aGhL8'],metal
6997,Alkaline,71,0B4YX3OMtZSmPm9KpiZKl2,214106,This Place Will Become Your Tomb,2021-09-24,12,['Sleep Token'],['2n2RSaZqBuUUukhbLlpnE6'],metal
6998,Like A Villain,72,0xoyUiHhxVH4gwb0CRgNmg,210685,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metal
6999,Prayer Of The Refugee,68,4OSbctVD37ycS0H3rwRm72,199386,The Sufferer & The Witness,2006-01-01,13,['Rise Against'],['6Wr3hh341P84m3EI8qdn9O'],metal
7000,Rockstar - 2020 Remaster,72,05tlUh0E6IFks9sCQguQKN,255493,All The Right Reasons (15th Anniversary Expanded Edition),2005,27,['Nickelback'],['6deZN1bslXzeGvOLaLMOIF'],metal
7001,Just Pretend,76,1H4Y9uW4N0LsxJUz0VnaPJ,204676,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7002,THE DEATH OF PEACE OF MIND,74,6tRneEcItwpSxBtqgem5Dr,241499,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7003,Throne,77,0M3adYbGtyRHACP86dey1H,191520,That's The Spirit,2015-09-11,11,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7004,Like A Villain,72,0xoyUiHhxVH4gwb0CRgNmg,210685,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7005,Can You Feel My Heart,75,0WSa1sucoNRcEeULlZVQXj,228146,Sempiternal (Expanded Edition),2013-04-01,13,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7006,Top 10 staTues tHat CriEd bloOd,75,7g4hIeYVk3h5qQXb9RLeXP,240590,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7007,Dial Tone,70,07SNyTzawbbC81CQivr2N0,200495,Shame On Me,2023-10-20,13,['Catch Your Breath'],['2fqPOGxG12nEERj8YG7p22'],metalcore
7008,Masterpiece,70,3c9kVsKF68xMzlS0NikVn3,206648,Scoring The End Of The World,2022-06-10,13,['Motionless In White'],['6MwPCCR936cYfM1dLsGVnl'],metalcore
7009,Another Life,71,0YZEYxd1oiqZRFhnnmTKKi,205394,Disguise,2019-06-07,11,['Motionless In White'],['6MwPCCR936cYfM1dLsGVnl'],metalcore
7010,liMOusIne (feat. AURORA),74,6tVahG14lCjexVQnYWKgwF,251939,POST HUMAN: NeX GEn,2024-05-24,16,"['Bring Me The Horizon', 'AURORA']","['1Ffb6ejR6Fe5IamqA5oRUF', '1WgXqy2Dd70QQOU7Ay074N']",metalcore
7011,The Downfall Of Us All,67,1KHKeIouP04dDtl0EetgED,209093,Homesick,2009-02-03,12,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7012,Kingslayer (feat. BABYMETAL),74,7CAbF0By0Fpnbiu6Xn5ZF7,220041,POST HUMAN: SURVIVAL HORROR,2020-10-30,9,"['Bring Me The Horizon', 'BABYMETAL']","['1Ffb6ejR6Fe5IamqA5oRUF', '630wzNP2OL7fl4Xl0GnMWq']",metalcore
7013,If It Means A Lot To You,67,3rEwGRmPVVudVjqdgv0tRR,243226,Homesick,2009-02-03,12,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7014,Shame On Me,68,6S2iHbyPSlhQgCyAVQ2SO6,201723,Shame On Me,2023-10-20,13,['Catch Your Breath'],['2fqPOGxG12nEERj8YG7p22'],metalcore
7015,Voices,68,0SnvI0twJ1Mnh0rJlBRrf0,224000,Graveyard Shift,2017-05-05,12,['Motionless In White'],['6MwPCCR936cYfM1dLsGVnl'],metalcore
7016,YOUtopia,72,24l3mfIPWVa645a9LEwSHx,242662,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7017,"I'm Made Of Wax, Larry, What Are You Made Of?",66,2dwhns14pjuxxcM5a0eOow,180840,Homesick,2009-02-03,12,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7018,My Curse,67,6zKF4293k44ItKWJJgrhXv,244773,As Daylight Dies (Special Edition),2006-01-21,15,['Killswitch Engage'],['37394IP6uhnjIpsawpMu4l'],metalcore
7019,Gasoline,68,6Q1m1GyNxyOwZ2ud3p7XoS,153613,TRAUMA,2019-03-29,13,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7020,Circle With Me,67,3FI0iAAAjmR31xpZEwbdys,233880,Eternal Blue,2021-09-17,12,['Spiritbox'],['4MzJMcHQBl9SIYSjwWn8QW'],metalcore
7021,Tears Don't Fall,62,1kdiiFGX1Htx0aVZYaDwEJ,348386,The Poison,2006-02-14,13,['Bullet For My Valentine'],['7iWiAD5LLKyiox2grgfmUT'],metalcore
7022,Kool-Aid,72,0hpWmAB3L0OJ3VBeMkOQUu,228470,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7023,DArkSide,72,7mczLeiFeYKRb7vtiPjuMb,165357,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7024,Misery,67,6gfUOprNMeD8amncMOSFl0,192176,Remade In Misery,2022-06-03,11,['Memphis May Fire'],['7cNNNhdJDrt3vgQjwSavNf'],metalcore
7025,Hurricane,66,2GFwwTIVLjnOrtP7m9luHC,223173,TRAUMA,2019-03-29,13,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7026,Afterlife,67,7ridH3hy4aXG6Kn1XomKrO,226546,The Greatest Mistake of My Life,2021-04-16,12,['Holding Absence'],['2tl280wIokrLjabzrSKTgU'],metalcore
7027,Sarcasm,65,40i81AcCCxiVEFUWElcjZC,198080,Best Kind Of Mess,2010-01-01,12,['Get Scared'],['5r9uIJCoquVtEkCkvcn8Ez'],metalcore
7028,n/A,71,0lKUFDN6EFpbg5bnUfkkrl,200236,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7029,Glass Heart,67,1nxbn0COjeyH7MQZ27T3CR,224421,Lost Souls,2021-08-13,11,['Caskets'],['2XIbOWDT5vZPW7jNyzdfcK'],metalcore
7030,Black Hole,67,1g5Jqwo02PuitYfv19B6Jn,179186,Darkbloom,2022-10-14,10,"['We Came As Romans', 'Caleb Shomo']","['6qO6LhD6FuXK5e2PtfAIMz', '0YbrhcmTTHZbsXyqjsGCGD']",metalcore
7031,Is It Really You?,64,4OmlsAT8r4q9vPFBvfYgyZ,287627,I Let It in and It Took Everything,2020-02-07,14,['Loathe'],['4G9wSdX0klmoHfjm9i6DLd'],metalcore
7032,Second & Sebring,64,6RObeP8IVb4X4nCLUCJ9Dx,229120,Of Mice & Men,2010-02-23,10,['Of Mice & Men'],['4tususHNaR68xdgLstlGBA'],metalcore
7033,Nowhere To Go,66,4TzGD5Pryq8DTjv5QRuJaW,246774,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7034,Have Faith In Me,63,4IX6QvjOI62tyHigVsTUlv,188813,Homesick,2009-02-03,12,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7035,Sleepwalking,70,0gchQwxmBWj5no8NJ8b2yH,230093,Sempiternal (Expanded Edition),2013-04-01,13,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7036,Your Betrayal,66,25GC50HslaaruyrKjdu0lP,291426,Fever,2010-04-20,11,['Bullet For My Valentine'],['7iWiAD5LLKyiox2grgfmUT'],metalcore
7037,All I Want,65,4JsDHMv5PVO8N07DbDq33r,202640,What Separates Me From You,2010-11-16,10,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7038,Blank Space,64,2ZiJidFdQ30nVJEP4u44l3,240927,Heart Vs. Mind,2014-12-16,8,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7039,In Between,64,03jdl5GTBhKsgB1Yw8mVPh,213576,Disgusting,2014-06-10,12,['Beartooth'],['6vwjIs0tbIiseJMR3pqwiL'],metalcore
7040,Sleeptalk,63,53Ssvy5Rww0BPTtOw375zW,223026,Sleeptalk (Deluxe),2019-09-27,14,['Dayseeker'],['5FjQVp1Lb0kltmwIuu5kfj'],metalcore
7041,a bulleT w/ my namE On (feat. Underoath),70,2tWhiQJQSTa5WE3eiByOf1,260625,POST HUMAN: NeX GEn,2024-05-24,16,"['Bring Me The Horizon', 'Underoath']","['1Ffb6ejR6Fe5IamqA5oRUF', '3GzWhE2xadJiW8MqRKIVSK']",metalcore
7042,ARTIFICIAL SUICIDE,65,2Qv8xJzenocwXyGlMU5PaC,195000,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7043,FEEL NOTHING,67,4xDwCYhobDehSBGUmd5H6Y,216826,DISPOSE,2018-02-16,10,['The Plot In You'],['1cJ5tVoeAEFcZBAwSZ0CtF'],metalcore
7044,All Signs Point To Lauderdale,64,0T8P86fvSK8kCUJFYPZbIH,197200,What Separates Me From You,2010-11-16,10,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7045,LosT,70,0Brlm0oPqzabpgIG1D1eU5,205481,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7046,Sign Of Life,64,73QoCfWJJWbRYmm5nCH5Y2,220066,Scoring The End Of The World,2022-06-10,13,['Motionless In White'],['6MwPCCR936cYfM1dLsGVnl'],metalcore
7047,Left Behind,65,06j7eVHrgRSt9eQSWhH3zK,206924,Vol. 1,2024-01-12,3,['The Plot In You'],['1cJ5tVoeAEFcZBAwSZ0CtF'],metalcore
7048,Limits,65,1u3OxJiXoYFdA0Fmd9yURC,207854,Finding God Before God Finds Me (Deluxe),2020-01-17,13,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7049,Drown,71,6o39Ln9118FKTMbM4BvcEy,222093,That's The Spirit,2015-09-11,11,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7050,A Grave Mistake,64,2mMNBgFRyEiRoGvrdoONeq,184226,The Silver Scream,2018-10-05,13,['Ice Nine Kills'],['52qKfVcIV4GS8A8Vay2xtt'],metalcore
7051,Jaded,64,6IdyYbGg1jxiWhfwm2Ykjn,262631,Jaded,2023-08-25,2,['Spiritbox'],['4MzJMcHQBl9SIYSjwWn8QW'],metalcore
7052,Lost in Echoes,65,13YWByXibBltt3T5u3IcT7,217814,Lost Souls,2021-08-13,11,['Caskets'],['2XIbOWDT5vZPW7jNyzdfcK'],metalcore
7053,The Rumbling,68,6k0X05danQOXSBTVek5DU1,220799,The Rumbling,2022-02-07,1,['SiM'],['2BM933ADIluGGrPBOhPgIt'],metalcore
7054,Would You Still Be There,63,4Xe8ybuHb2CKiFc55bp8VZ,192506,Restoring Force,2014-01-24,11,['Of Mice & Men'],['4tususHNaR68xdgLstlGBA'],metalcore
7055,ANYTHING > HUMAN,66,7I50EtrBjzjZmHwLj7BeFl,235092,CONCRETE JUNGLE [THE OST],2024-05-31,26,"['Bad Omens', 'ERRA']","['3Ri4H12KFyu98LMjSoij5V', '2UoOdQyBGyzrEfxcY77ce0']",metalcore
7056,Situations,62,1Fu9o08qEKVEwzU8siVcig,187880,Dying Is Your Latest Fashion,2006-10-03,11,['Escape the Fate'],['5ojhEavq6altxW8fWIlLum'],metalcore
7057,Bow Down,66,5qD3Qv8Wu3r5uRD0DahcZy,242680,TRAUMA,2019-03-29,13,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7058,The End of Heartache,62,2nUy0ifVE7UwtOK4rugFsP,298106,The End of Heartache (Special Edition),2004-05-03,18,['Killswitch Engage'],['37394IP6uhnjIpsawpMu4l'],metalcore
7059,Shadow Moses,68,68osIGtVjM7QWVe6pazLHj,243320,Sempiternal (Expanded Edition),2013-04-01,13,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7060,Forgotten,63,0ZZCltcOacjI1kY4BnVDjt,175249,Vol. 1,2024-01-12,3,['The Plot In You'],['1cJ5tVoeAEFcZBAwSZ0CtF'],metalcore
7061,21 Gun Salute,63,20Ov4hI7Z5xh9NkLMMf0db,226240,Shame On Me,2023-10-20,13,['Catch Your Breath'],['2fqPOGxG12nEERj8YG7p22'],metalcore
7062,Self-Destruction,63,4UhMvTR5tHf2ecfoz0KV92,146176,TRUE POWER,2022-08-19,15,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7063,CONCRETE JUNGLE,64,6yCysJaY0lFqHnrHvaR4pF,220495,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7064,sTraNgeRs,68,7ojQB63aoM7jk5JsF4CRkj,195829,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7065,Mr. Highway's Thinking About The End,62,3VnBhHJdT7p05Wtenu4fmt,255826,Homesick,2009-02-03,12,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7066,There’s Fear In Letting Go,63,2OYtcqflvzQwh3cMPmTHs4,234945,TRUE POWER,2022-08-19,15,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7067,AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),68,1EQgXWPkU96b4tw3pJtTp1,189548,POST HUMAN: NeX GEn,2024-05-24,16,"['Bring Me The Horizon', 'Lil Uzi Vert', 'Daryl Palumbo', 'Glassjaw']","['1Ffb6ejR6Fe5IamqA5oRUF', '4O15NlyKLIASxsJ0PrXPfz', '6GcRo52zMhZXYOsEkMyMrX', '7nt6S4klYHg4I7Q4lTSmc0']",metalcore
7068,Alone In A Room,63,5Gw8owErJLfkNxWCSwPQKJ,245861,Asking Alexandria,2017-12-15,13,['Asking Alexandria'],['1caBfBEapzw8z2Qz9q0OaQ'],metalcore
7069,V.A.N,64,1M31zIMamohkItOjLaBbtx,274098,V.A.N,2024-01-24,1,"['Bad Omens', 'Poppy']","['3Ri4H12KFyu98LMjSoij5V', '5mlbvTfWUOfDrUIK6dkNzv']",metalcore
7070,We Got the Moves,68,0W4N0KzHKWQp2Wn1Mf6uMa,206133,TEKKNO,2022-09-16,10,['Electric Callboy'],['1WNoKxsp715jez1Td4vthc'],metalcore
7071,Looking Down the Barrel of Today,64,5IVA7WzOlWrmZh8EqZqMaw,161626,The Concrete Confessional,2016-05-13,13,['Hatebreed'],['17Mb968quDHpjCkIyq30QV'],metalcore
7072,Holy Diver,62,3a9urnht8HvfFzPwd0ipx6,250253,As Daylight Dies (Special Edition),2006-01-21,15,['Killswitch Engage'],['37394IP6uhnjIpsawpMu4l'],metalcore
7073,Dethrone,62,063enHR1mnhUpbb1rsQJOk,209134,Finding God Before God Finds Me,2019-08-02,10,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7074,The Worst In Me,63,5IsSDMqDi2YmLjfx5jGDsW,229209,Bad Omens,2016-08-19,12,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7075,Happy Song,67,1yYE8EyuIV0rrvQ1bA2Fyf,239386,That's The Spirit,2015-09-11,11,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7076,Follow You,67,6lFUdRItQEsEuD7dSINL47,231106,That's The Spirit,2015-09-11,11,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7077,Manic,61,5d0CEohvmvqcizfc0cXn1t,164666,Manic,2021-10-01,11,['Wage War'],['6bu7CtcOMWcS0BMq7snHW6'],metalcore
7078,Come And Get It,61,44M12pkcMqqdbNNooHCZ6C,181426,Lifelines,2016-10-21,13,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7079,The Grey,63,5oZy9b1lMtREB3cqOPQusD,246336,THE DEATH OF PEACE OF MIND,2022-02-25,15,['Bad Omens'],['3Ri4H12KFyu98LMjSoij5V'],metalcore
7080,R.i.p. (duskCOre RemIx),67,2FpTKYNgIKLGpNYu7doupu,203773,POST HUMAN: NeX GEn,2024-05-24,16,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7081,Without Me,60,7oGCVuPEyp6m6DhXkU5Pfs,224800,Dark Sun,2022-11-04,11,['Dayseeker'],['5FjQVp1Lb0kltmwIuu5kfj'],metalcore
7082,A Boy Brushed Red Living In Black And White,60,47IWLfIKOKhFnz1FUEUIkE,268000,They're Only Chasing Safety,2004-01-01,10,['Underoath'],['3GzWhE2xadJiW8MqRKIVSK'],metalcore
7083,Soft,62,7petzbAJP403GAY6F3Zfbx,210000,Graveyard Shift,2017-05-05,12,['Motionless In White'],['6MwPCCR936cYfM1dLsGVnl'],metalcore
7084,Miracle,61,2ah5gOCogw00A62XBoepmc,243977,Miracle,2022-07-21,1,['A Day To Remember'],['4NiJW4q9ichVqL1aUsgGAN'],metalcore
7085,Two Weeks,60,0XT70Wk9pP8JZkmJhfntuL,257346,Overcome,2008-09-16,11,['All That Remains'],['2zgG1GPDvjaBgxeQaVXI14'],metalcore
7086,The Void,62,2exVVVKvdymCwOFdvmA2bq,220765,The Void,2023-04-19,1,['Spiritbox'],['4MzJMcHQBl9SIYSjwWn8QW'],metalcore
7087,The Heart from Your Hate,64,5yDJpu0xh0d1w13gXaE3lS,243853,The Sin and the Sentence,2017-10-20,11,['Trivium'],['278ZYwGhdK6QTzE3MFePnP'],metalcore
7088,Drowned in Emotion,63,5nxcR7W60CU3cvmGX1jBzQ,222567,Lost Souls,2021-08-13,11,['Caskets'],['2XIbOWDT5vZPW7jNyzdfcK'],metalcore
7089,Screaming,59,611WshW3yQKLCQ2pTCOii4,354640,I Let It in and It Took Everything,2020-02-07,14,['Loathe'],['4G9wSdX0klmoHfjm9i6DLd'],metalcore
7090,Scars,61,6WaYiQUPel70HUaCZj5eND,229773,Lifelines,2016-10-21,13,['I Prevail'],['3Uobr6LgQpBbk6k4QGAb3V'],metalcore
7091,Teardrops,66,3WATWS2Ywo5HeHtG0bE2iZ,215003,POST HUMAN: SURVIVAL HORROR,2020-10-30,9,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7092,Kool-Aid,66,1rBiNR61IhvbzeKwfs3AwE,228470,Kool-Aid,2024-01-05,1,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],metalcore
7093,Can't Be Saved,58,3PHhctErNOXWqevrZDUyNy,187546,Still Searching,2006-10-10,13,['Senses Fail'],['591yCCsZCLXvaJ0Rg38vLZ'],metalcore
