album_id,album_name,release_date,total_tracks
1310,Body,2017-10-27,1
1311,The Trinity,2005-09-27,18
1312,Epiphany (Expanded Edition),2007-06-05,20
1313,TROLLS (Original Motion Picture Soundtrack),2016-09-23,13
1314,Whatever,2024-01-19,1
1315,One Kiss (with Dua Lipa),2018-04-06,1
1316,FutureSex/LoveSounds,2006-09-12,12
1317,Queen Of The Clouds,2014-01-01,16
1318,Warrior (Expanded Edition),2012-11-30,24
1319,Funk Wav Bounces Vol.1,2017-06-30,10
1320,DNCE,2016-11-18,14
1321,Country Grammar,2000-06-27,17
1322,My House,2015-04-07,7
1323,Skin,2016-05-27,16
1324,Beautiful Girls,2007-07-23,1
1325,Wild Ones,2012-06-22,10
1326,Hot Shot,2000-08-08,15
1327,Raise Your Glass,2010-10-05,2
1328,Blackout,2007-10-25,15
1329,The Papercut Chronicles II,2011-11-11,11
1330,Walking On A Dream,2008-01-01,11
1331,An Evening With Silk Sonic,2021-11-11,10
1332,Hot Pink,2019-11-07,12
1333,THIS IS... ICONA POP,2013-08-27,11
1334,Rokstarr,2010-01-01,11
1335,Baby Don't Hurt Me,2023-04-06,2
1336,Turning Point,2004-12-06,13
1337,All Or Nothing,2009-01-01,16
1338,Born This Way,2011-01-01,14
1339,Go Back (feat. Julia Church),2024-05-16,1
1340,G I R L,2014-03-03,11
1341,Dutty Rock (20th Anniversary),2022-11-11,21
1342,Mad Love The Prequel,2018-06-29,9
1343,Hybrid,2019-05-24,10
1344,Hold You,2010-07-16,15
1345,Good Life,2017-05-26,10
1346,Get Busy (Odd Mob Club Mix),2024-05-24,1
1347,Tomahawk Technique,2012-04-09,10
1348,King Of The Dancehall,2016-06-10,22
1349,Gyal You a Party Animal,,1
1350,FIXTAPE,2020-08-07,19
1351,Only Hits,2006-11-07,12
1352,Art And Life,2000-01-01,17
1353,African Giant,2019-07-24,19
1354,No Games,2009-10-27,14
1355,Collie Buddz,2007-07-02,13
1356,Never Gets Late Here,2024-05-24,14
1357,Shabba Madda Pot - Single,2015-05-12,1
1358,10,2021-08-06,15
1359,Take It Easy,2023-09-29,12
1360,Kontrol,2016-05-09,1
1361,African Giant,2019-07-25,19
1362,Go Down Deh (feat. Sean Paul & Shaggy),2021-04-30,1
1363,Contra La Pared,2019-03-14,2
1364,Sittin' On Top Of The World,2023-06-01,1
1365,'Til Shiloh (25th Anniversary Edition),2020-12-18,20
1366,Mr Vegas: The Hits,,18
1367,Wild n Rich,2023-11-03,2
1368,Own Business,2024-07-03,1
1369,Dread & Terrible,2014-04-01,10
1370,Bruk off Yuh Back,2016-12-22,1
1371,Gyal You a Party Animal (Remix),2016-10-12,1
1372,My Type - Single,2018-03-09,2
1373,Shen Yeng Anthem,2018-05-25,2
1374,Liki Tiki (Reggae Remix),2023-04-28,2
1375,We Caa Done (feat. Drake),2023-01-06,1
1376,16 Shots,2017-05-22,1
1377,Chronology,2017-07-07,16
1378,W (feat. Gunna),2019-11-26,1
1379,Boasty (feat. Idris Elba),2019-01-22,1
1380,Crocodile Teeth,2020-09-21,1
1381,Lava Ground,2006-08-01,18
1382,Fast Wine,2016-12-22,1
1383,Back To Basics,2004-01-01,15
1384,Talibans II,2023-07-20,1
1385,Folklore Riddim,2017-11-08,4
1386,Reggae Gold 1993,2007-12-04,16
1387,Gal Policy,2020-06-16,3
1388,Rumors,2015-10-16,12
1389,Gogo,2023-12-08,1
1390,Parables,2006-11-14,15
1391,Foreplay,2019-12-08,1
1392,Work Permit Riddim,2014-05-20,10
1393,SHH,2024-02-16,1
1394,Hurtin' Me,2017-08-10,1
1395,Maestro,2006-08-15,19
1396,Cold Outside,2021-10-14,1
1397,The Gaza Don,2011-05-04,8
1398,Hold You Down,2024-04-19,1
1399,Wine Slow,2013-07-09,1
1400,ALPHA,2022-03-11,14
1401,Tun Up The Club,2024-06-07,1
1402,Lumbah,2024-02-07,1
1403,Tropical Storm,2002-01-01,13
1404,When You Feel Lonely - Single,2012-06-19,1
1405,Nursery Rhymes,2023-12-16,1
1406,Lighter (with Tarrus Riley & Rvssian),2020-10-23,1
1407,Happy Birthday,2024-01-24,1
1408,B. D’OR (feat. Wizkid),2021-12-14,1
1409,Repentless,2015-09-11,12
1410,Magma,2016-06-17,10
1411,The Way It Ends,2020-06-05,11
1412,The Death We Seek,2023-05-05,10
1413,Kostolom,,12
1414,A Quiet Place to Die,2020-09-25,11
1415,VIKING,2023-07-28,1
1416,Kid Of Darkness,2024-05-28,2
1417,Look at Yourself,2017-03-03,13
1418,From Mars to Sirius,2005-09-07,12
1419,Lost in the Dark,2024-02-06,1
1420,Conflict,2024-02-28,1
1421,The Last Rager,2019-10-11,4
1422,In Darkness,2019-10-11,15
1423,Clayman,2000-07-03,13
1424,1984,2022-08-09,1
1425,The Black Crown,2012-06-19,11
1426,Anomaly / Drift,2023-05-16,2
1427,Dig Deep,,9
1428,Foregone,2023-02-10,12
1429,Twilight Of The Thunder God,2008-09-30,10
1430,Treehouse,2016-06-17,12
1431,No Sleep,2016-06-29,10
1432,Hindsight,2020-06-26,13
1433,Shadows Inside,2017-06-02,10
1434,Bite Your Tongue,2023-04-27,1
1435,L'Enfant Sauvage (Special Edition),2012-06-26,13
1436,Hate,2013-04-05,10
1437,God Hates Us All,2001-09-11,13
1438,Jomsviking,2016-03-25,11
1439,Fortitude,2021-04-30,11
1440,The Interstice,2018-09-14,5
1441,Built from War,2020-07-31,5
1442,Put Your Back Into The Oar,2022-02-17,1
1443,Are You Dead Yet?,2005-01-01,10
1444,"Slamaholics, Vol. 2",2023-09-08,6
1445,Handshakes With Snakes,2023-02-24,1
1446,Pizza,2018-07-06,1
1447,King of the Rats,2021-05-26,1
1448,Aftermath,2024-06-13,1
1449,About That Life,2013-06-25,14
1450,Torture,2012-03-13,12
1451,The way of all flesh,2008-10-13,12
1452,Our Endless War,2014-05-27,12
1453,Dedication To Flesh,2022-08-19,12
1454,Matriarch,2015-05-04,12
1455,Reroute To Remain,2002-09-03,17
1456,Tempo of the Damned,2004-02-02,10
1457,Waldschrein,2013-08-09,5
1458,"I, The Mask",2019-03-01,12
1459,The Place I Feel Safest,2017-06-16,13
1460,Fracture,2020-05-29,10
1461,New Demons,2013-10-22,12
1462,Sons of Medusa,2021-07-06,1
1463,Eternal Nightmare,2018-07-13,11
1464,War Eternal,2014-06-10,14
1465,Forgive and Forget (feat. Fit For A King),2024-07-12,1
1466,Half Living Things,2024-04-05,12
1467,Saving Up,2023-10-06,1
1468,girl$,2024-06-07,1
1469,Sugar,2015-09-25,15
1470,Ferrari,2022-04-01,1
1471,"Patadas de Ahogado / LATÍN MAFIA, HUMBE (Rework)",2024-02-22,1
1472,Lose Control,2023-05-12,1
1473,Eat Your Man (with Nelly Furtado),2023-06-02,1
1474,Miracle Maker,2022-07-14,1
1475,Honey Boy (feat. Nile Rodgers & Shenseea),2024-05-03,1
1476,Pump It Up,2020-03-12,2
1477,Cola,2017-10-27,2
1478,It's That Time (FISHER Remix),2024-06-21,3
1479,Substitution (feat. Julian Perretta),2023-03-30,2
1480,Lose My Mind,2023-03-10,1
1481,Define,2015-07-24,1
1482,Morenita,2021-06-25,2
1483,San Frandisco,2019-09-20,2
1484,The Rapture Pt.III,2023-06-09,1
1485,Drums (Feat. Kim Petras),2023-10-06,1
1486,Take It,2018-07-27,1
1487,Wicked Games (feat. Anna Naklab) [Radio Edit],2013-09-19,1
1488,Wild,2024-03-22,1
1489,More,2016-02-05,2
1490,You,2016-09-16,1
1491,Beat Of Your Heart,2024-01-26,2
1492,We Groovin (with Jazzy),2024-03-01,1
1493,Sonnentanz,2013-01-01,8
1494,Marianela (Qué Pasa),2022-11-25,2
1495,Exotica,2021-10-15,14
1496,Netzwerk (Deluxe),2014-07-28,15
1497,Antibodies,2021-07-02,4
1498,Pump the Brakes,2021-03-26,1
1499,Jubel,2014-03-11,2
1500,Seve (Radio Edit),2015-01-26,1
1501,Ghostkeeper,2020-02-21,2
1502,Something On My Mind,2023-09-08,1
1503,Sete,2022-03-25,1
1504,Les Gout,2022-09-09,1
1505,Only Way Is Up (feat. Izzy Bizu) [KOPPY Remix],2024-07-05,2
1506,Aguila (feat. Cumbiafrica),2022-07-22,1
1507,Thandaza,2024-03-15,1
1508,Heartbreaker,2024-06-21,2
1509,The Wanderings Of The Avener,2015-11-06,19
1510,Always,2017-11-10,1
1511,U Got Me,2020-06-12,1
1512,The Space In Between (Ben Böhmer Remix),2018-06-29,1
1513,It's That Time,2023-04-21,2
1514,Hold This Memory,2022-09-23,1
1515,WTF (feat. Amber Van Day),2018-11-30,1
1516,Sorry (with Madonna),2023-02-10,1
1517,The Album,2019-11-15,18
1518,Drums (Feat. Kim Petras) [Tiesto Remix],2024-01-12,2
1519,Ferrari (Oliver Heldens Remix),2022-08-19,2
1520,Rockstar,2019-06-21,1
1521,Woke up in Bangkok,2018-05-18,1
1522,Champion,2023-08-25,1
1523,Better Times,2023-06-09,2
1524,Strangers (with Mansionair),2021-11-18,1
1525,Miracle - RÜFÜS DU SOL Remix,2023-10-13,2
1526,Bloom,2022-06-17,1
1527,Exotica (Deluxe),2022-03-04,17
1528,Feel Good,2016-02-27,1
1529,Saving Up (Odd Mob Remix),2024-01-26,2
1530,El Sueno,2022-02-18,2
1531,Be Randy,2017-07-14,1
1532,Number 1,2023-07-21,1
1533,Beautiful People (Obskür Remix),2022-06-22,1
1534,"Breathe, Be Happy",2020-01-31,1
1535,Only Way Is Up (feat. Izzy Bizu),2024-06-07,1
1536,If This Is House I Want My Money Back 3,2014-05-09,12
1537,Bloom (Brendan Mills Remix),2024-04-04,1
1538,Spring Embers,2023-04-14,2
1539,Mamma Mia (feat. Amber Van Day),2019-04-19,1
1540,Death Note,2023-10-27,1
1541,Fine Fine Baby (with Kah-Lo),2023-12-01,1
1542,La Verdolaga (feat. Totó La Momposina),2024-06-28,1
1543,Remote Control (Remixed),2017-05-19,17
1544,Father Ocean,2018-12-07,2
1545,Disconnected,2021-12-10,1
1546,Sunday,2015-07-03,10
1547,Nympho,2005-07-04,13
1548,Come With Me (Remixes),2014-02-04,9
1549,California Dreamin',2023-06-23,3
1550,Let You Know (Summer Edit),2021-07-30,1
1551,Wings (I Won't Let You Down),2022-12-02,1
1552,Thunder,2023-04-20,1
1553,Uncovered,2017-09-29,18
1554,Do No More,2023-07-28,1
1555,Wake Up! (feat. Kaleta),2022-06-03,2
1556,Don't Look Down,2024-04-19,1
1557,Love Like This,2015-03-19,1
1558,Pretoria,2024-06-14,2
1559,Chasing Highs,2021-04-12,22
1560,Soulmatic,2017-10-20,13
1561,Into The Bloom,2023-12-01,2
1562,I Was Lovin' You (feat. Dots Per Inch & Ayak) [Remixes],2019-08-16,3
1563,Somethin’ Here (Original Mix),2017-07-07,1
1564,One Black Water (feat. Ann Saunderson),2000-01-01,5
1565,Forevernevermore,2000-01-01,9
1566,Moodymann,2014-01-27,27
1567,Black Mahogani,2004-04-01,10
1568,Something Here for the Club (Vocal),2018-09-14,1
1569,Innovator (Mayday),2013-10-20,29
1570,"Side Trakx, Vol, 5",2017-08-01,4
1571,Galaxy 2 Galaxy: A High Tech Jazz Compilation,,22
1572,SIGHT SOUND AND SPACE,2019-09-23,27
1573,Thank You for Letting Me Be Myself,2017-08-02,16
1574,Something Here for the Club (Instrumental),2018-09-14,1
1575,Broken Knowz,2016-11-25,9
1576,Play in the Dark,2021-02-19,3
1577,Juan Atkins & Moritz von Oswald Present Borderland: Transport,2016-04-29,7
1578,You Want,2020-02-04,14
1579,Silence In The Secret Garden,2003-02-06,10
1580,TALA,2018-11-09,11
1581,Straight Up Detroit Shit 2013,2013-03-25,33
1582,Shari Vari Remixes Double Ep.,2000-01-01,11
1583,The Melody (Versus Edit Version),2017-12-15,1
1584,Lifestyles Of The Laptop Café,2001-09-03,8
1585,Dance to My Beat,2024-06-28,2
1586,Love's Got Me High (Systematic Presents Lost Treasures Vol. 1),2011-10-26,2
1587,Back To Basics (Part 1),2004-04-02,2
1588,Journey of the Deep Sea Dweller IV,2013-12-16,16
1589,Climax (Original Motion Picture Soundtrack),2020-07-07,18
1590,I Love Your Girlfriend,2023-04-21,2
1591,What You Gonna Ask For,2019-08-16,2
1592,"Elaste, Vol. 4 - Meta Diso and Proto House, Original Ahead of their Time",2014-01-24,13
1593,"Versus Remixes, Vol. 2",2018-05-04,5
1594,Mirror Man,2020-11-20,14
1595,The Melody (Henrik Schwarz Remix),2018-04-12,1
1596,HARD TIMES,2023-06-18,3
1597,DJ-Kicks (Peggy Gou) [DJ Mix],2019-06-28,19
1598,Lumartes,2021-06-04,1
1599,Enter (Deluxe Edition),2023-11-28,21
1600,Innovator - Soundtrack for the Tenth Planet,2020-02-28,7
1601,Paradise Garage: Inspirations,2018-10-12,12
1602,DJ-Kicks: Cinthie,2022-04-01,30
1603,Carpe Diem,2017-06-09,4
1604,The Album Formerly Known As ...,2007-03-14,12
1605,S.E.X - The Remixes,2017-08-03,4
1606,Starlight,2008-08-01,10
1607,Deeparture in Time - Revisited,2011-02-07,20
1608,DJ-Kicks (Robert Hood) [DJ Mix],2018-11-16,22
1609,Future (feat. Inner City),2011-12-12,2
1610,Submerge Vol.1:Detroit Techno,2008-07-29,12
1611,White Horses,2024-03-04,1
1612,Confess to U,2017-08-02,2
1613,Sinner: KDJ-48,2019-06-21,7
1614,Twisted Disco 77,2018-09-19,1
1615,Psyche/BFC - DELUXE DIGITAL VERSION,2013-04-02,13
1616,Hate,2023-11-03,1
1617,More Songs About Food and Revolutionary Art,2007-03-14,16
1618,"Love's Got Me High (Systematic Presents Lost Treasures, Vol. 2)",2012-03-15,2
1619,Journey of the Deep Sea Dweller II,2012-06-26,13
1620,Detroit Love Vol. 2 (DJ Mix),2019-05-17,19
1621,Smile,2021-03-12,4
1622,Can You Feel It (Kevin Saunderson Remix),2020-02-28,3
1623,Bass Into the Future,2023-08-04,1
1624,Somewhere In Detroit Mix Series Vol.1,2009-04-01,21
1625,Nocturbulous Behavior - The Mix,2009-04-01,24
1626,FJAAK 002,2018-05-04,2
1627,fabric presents Overmono,2021-07-16,29
1628,Montana,2024-07-11,4
1629,Modjo (Remastered),,12
1630,"World, Hold On (FISHER Rework)",2022-09-02,1
1631,How Can You Mend A Broken Heart,2020-12-11,25
1632,The Very Best of Billy Ocean,2010-04-26,18
1633,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,2000-01-01,12
1634,Collected,2018-05-25,56
1635,Bag Raiders (Deluxe),2011-01-01,25
1636,All In a Night's Work (Expanded Version),2016-03-11,19
1637,"20th Century Masters: The Millennium Collection: Best Of The Temptations, Vol. 2 - The '70s, '80s, '90s",2000-01-11,11
1638,World Hold On (Children of the Sky) [Radio Edit],2006-06-06,1
1639,Destination Calabria,2007-02-19,12
1640,Hello,2010-12-14,7
1641,More Than A Woman (SG's Paradise Edit),2021-06-25,1
1642,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,2002-02-05,12
1643,BOY,2020-05-08,18
1644,September,2018-04-17,15
1645,Down To Earth,2014-10-24,14
1646,ドライブが楽しくなる洋楽ヒッツ！70年代 DISCO,2023-05-30,33
1647,I Can't Wait: Collected,2019-03-15,19
1648,Crave You (Remixes),2010-03-26,8
1649,The Very Best Of The Dramatics,2007-01-01,18
1650,Shooting Stars,2009-01-01,3
1651,Pacific Standard Time,2012-07-09,16
1652,Let the Music Play,2006-01-01,15
1653,What A Feeling,2007-01-01,1
1654,The Definitive Collection,,20
1655,OOO Baby Baby: The Anthlogy,2002-09-17,52
1656,Romance,2014-02-24,5
1657,The Definitive Collection,2008-01-01,18
1658,20th Century Masters: The Millennium Collection: Best Of The Dazz Band,2001-01-01,11
1659,Analog Is On,2007-06-01,10
1660,Caravelle,2017-05-19,12
1661,"The Essential Earth, Wind & Fire",2014-03-25,35
1662,The Ultimate Bee Gees,2009-11-03,40
1663,Rock This Party (Everybody Dance Now),2006-08-22,1
1664,Ring My Bell,2005-09-26,9
1665,Polydans,2021-02-26,10
1666,Natalie Cole Anthology,2003-01-01,31
1667,Great R&B,2009-01-01,15
1668,The Essential O'Jays,2008-06-10,35
1669,Intoxicated (Radio Edit),2015-10-02,1
1670,"KC & the Sunshine Band, Pt. 3... and More",2004-10-26,16
1671,Illumination,,12
1672,Physical (Deluxe Edition),2021-10-22,31
1673,20 Greatest Hits,,20
1674,Strawberry Letter 23: The Very Best Of The Brothers Johnson,2003-01-01,20
1675,Paradise,2024-07-12,1
1676,Baby I'm Yours,2010-02-15,7
1677,55,2016-03-04,15
1678,Zimmer,2019-09-27,13
1679,The Trammps,2009-01-01,14
1680,Elliot - EP,2013-08-19,4
1681,Knock on Wood: The Anthology,2016-11-18,27
1682,Straight From The Heart,2017-12-06,14
1683,times,2021-02-19,10
1684,Embrace,2023-09-22,10
1685,Foreign Language (10 Year Anniversary),2022-06-29,6
1686,Dance Hits - 80s & 90s,2008-04-29,25
1687,Love Generation (Radio Edit),2005-06-20,1
1688,One On One,2023-12-08,1
1689,My Lives,2005-11-22,69
1690,Leila (Poolside Remix),,1
1691,George McCrae - Disco Pioneer,2019-10-18,25
1692,OASIS,2022-04-22,14
1693,Lola's Theme,2004-01-01,12
1694,Automatic,2024-05-21,3
1695,Quack,2014-04-14,12
1696,Essential - Soul Love,2010-01-25,60
1697,D.J. Masters: Slammin' Jams,2001-02-27,10
1698,Playlist: The Best Of The Trammps,2016-06-17,20
1699,"7"" Singles",2022-06-17,23
1700,Best Of,2011-01-01,12
1701,Everyone's a Winner,2019-12-27,4
1702,Ask Me / Mesmerize,2021-03-05,2
1703,Luv Is Not Enough (Remixes),2020-07-27,4
1704,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",2023-07-27,1
1705,Satellite,2024-04-18,1
1706,DJ Turn It Up,2023-05-19,1
1707,"2 RUFF, Vol. 1",2023-11-10,10
1708,Evolve,2023-05-12,14
1709,Immersion,2010-05-21,15
1710,Desire (with Dimension) [Sub Focus & Dimension],2018-09-14,1
1711,Second Nature,2020-10-30,18
1712,Solar System / Siren,2019-07-26,2
1713,In Silico,2008-05-09,10
1714,Halo,2023-06-02,1
1715,Cognition,2022-02-11,13
1716,Gold Dust,2010-07-30,6
1717,Balance,2024-03-15,1
1718,Lazers Not Included,2013-01-01,13
1719,Liquor & Cigarettes (feat. ArrDee),2023-09-15,1
1720,No More Idols,2011-01-01,15
1721,Where Do We Go (feat. Poppy Baskcomb),2023-02-10,1
1722,Gold Dust (Fox Stevenson Remix),2022-03-17,1
1723,Organ,2021-03-05,17
1724,Torus,2013-01-01,13
1725,Hold Your Colour,2007-05-19,14
1726,Against The Tide,2023-01-17,1
1727,Elemental,2021-06-17,4
1728,Sientelo,2021-08-31,1
1729,Ex Machina,2020-06-26,13
1730,"Infinity (feat. ILIRA, iiola & Tom Cane)",2023-03-31,1
1731,By Your Side,2020-09-11,1
1732,Elements,2017-06-23,15
1733,Paradise Lost,2016-03-18,14
1734,Ready To Fly (Sub Focus & Dimension),2022-10-07,1
1735,Bad Decisions,2024-04-26,4
1736,Half Life,2022-05-27,14
1737,Punching Holes,2024-03-08,3
1738,What Came Before,2022-06-10,13
1739,Kryptonite,2010-08-30,10
1740,Immortal,2023-01-27,1
1741,Portals,2020-10-09,11
1742,Before You (goddard. Remix),2022-09-30,1
1743,Come Down,2024-06-13,1
1744,Let Me Hold You (Grafix Remix),2023-03-31,1
1745,I Don’t Even Know You Anymore,2019-02-14,1
1746,Body Language,2024-05-02,1
1747,Get Down Tonight,2023-11-17,1
1748,Oxygen,2016-06-24,15
1749,Stay (Maduk Remix),2018-01-24,1
1750,Off The Ground,2022-06-20,1
1751,RTRN II JUNGLE,2019-05-31,12
1752,Mystery Machine,2019-04-12,17
1753,I Found You,2023-05-09,1
1754,Comedown,2024-02-09,1
1755,FEEL,2021-06-16,1
1756,Raggamuffin SoundTape,2019-03-15,15
1757,No Tomorrow (P Money x Whiney Remix),2024-02-22,2
1758,Tribe,2017-08-18,17
1759,This Moment,2024-01-19,1
1760,Hell In High Heels (feat. Jazmine Johnson),2023-11-24,1
1761,Set Me Free,2021-11-26,1
1762,Kaleidoscope,2017-02-08,1
1763,Nobody Likes The Records That I Play,2024-02-23,1
1764,Get To Me,2024-02-16,1
1765,Ecstasy,2024-01-12,2
1766,Falling,2024-02-08,1
1767,After Dark,2022-09-23,14
1768,Colourfast,2023-09-08,2
1769,Warrior Sound (Deluxe Edition),2016-03-04,25
1770,Supersonic (Basstripper Remix),2024-01-12,1
1771,Reworks I,2021-09-17,12
1772,ILLENIUM,2023-04-28,16
1773,ASCEND,2019-08-16,17
1774,Not Even Love,2024-03-22,1
1775,Feel Something (With I Prevail),2020-04-03,1
1776,SONG REQUEST,2024-05-31,1
1777,Awake,2017-09-21,13
1778,Tooth & Rail EP,2018-09-14,4
1779,"Iroko Showcase, Vol. 2: Memories",2016-05-02,12
1780,First Time (feat. Dylan Matthew),2018-10-12,1
1781,Back To U,2020-04-24,1
1782,Good Things Fall Apart (with Jon Bellion),2019-05-13,1
1783,Hollow,2023-01-20,1
1784,Worlds Apart,2014-04-29,5
1785,SEE YOU DROP,2024-03-01,1
1786,All That Really Matters,2022-07-29,1
1787,Zombie (feat. Valerie Broussard),2023-10-27,1
1788,The Early Sessions 1974-1982,2011-11-10,16
1789,Mad Ting,2024-07-03,1
1790,Not Even Love (Armin van Buuren Remix),2024-06-07,1
1791,I Can't Stop,,1
1792,Story Of My Life (feat. Trippie Redd),2021-12-03,2
1793,Still the One,2022-05-07,1
1794,Here With Me,2020-09-25,1
1795,STFU,2023-09-22,1
1796,Eyes Wide Open,2023-11-03,13
1797,Worlds Away,2023-06-16,1
1798,On Repeat,2024-05-16,1
1799,Alive,2021-06-30,1
1800,Love Is Gone,2019-05-10,1
1801,Keep U Warm (ft. Jordan Shaw),2024-04-26,1
1802,Easy Lover,2024-06-21,1
1803,Ecstasy Of Soul,2022-12-14,1
1804,Thief,2016-09-02,1
1805,Welcome Reality +,,17
1806,Superhuman,2017-06-23,1
1807,If Tomorrow Never Happens,2024-07-12,1
1808,ASCEND (Tour Edits),2020-06-12,4
1809,10 Years of Seven Lions,2022-06-10,12
1810,Haunted Haus,2022-04-15,15
1811,In The End,2024-03-15,1
1812,Gassed Up,2022-01-06,1
1813,Northern Lights (Remixes),2017-06-09,8
1814,Potions,2019-05-31,1
1815,Another Me (with Dylan Matthew),2019-08-30,1
1816,Nightlight,2020-08-28,1
1817,Hold My Breath,2024-06-14,1
1818,Waves,2024-04-05,1
1819,Sentiment,2022-02-18,15
1820,Happier By Now,2024-02-23,1
1821,Fallen Embers,2021-07-16,14
1822,Island (feat. Nevve),2019-01-04,1
1823,Restraint,2022-10-21,1
1824,Ghost Planet,2019-07-24,7
1825,VOYD Vol. 1.5,2019-08-09,9
1826,Run,2020-03-18,1
1827,Dopamine,2024-06-12,1
1828,Where I Won't Be Found,2017-06-05,8
1829,Laserbeam,2022-06-24,1
1830,Kneel Before Me,2018-08-09,1
1831,Miss You,2021-09-03,1
1832,Riding the Roots Chariot,2013-03-26,16
1833,Dead To Me Slow + Reverb,2021-08-17,2
1834,Floot Loops,2024-06-19,1
1835,Lost You (feat. Twin Shadow & D'Angelo Lacy),2014-11-04,1
1836,Wish I Could Forget (with blackbear & Bring Me The Horizon),2023-05-19,1
1837,Better Off,2024-06-28,1
1838,Better Than Heaven,2020-05-21,1
1839,Thief (Flux Pavilion Remix),2017-08-18,1
1840,ACID,2024-04-17,1
1841,Blood On Me,2020-08-21,1
1842,Ashes,2016-02-15,12
1843,Obsidian Vortex,2022-09-16,1
1844,Подождём твою мать,,12
1845,Falling Apart,2022-01-21,1
1846,SPARK,2022-01-28,1
1847,Like I Usually Do,2013-05-15,7
1848,Play With Fire,2021-05-07,1
1849,Ground Shake,2022-10-07,1
1850,Shivering,2022-05-13,1
1851,Between Broken,2021-10-15,13
1852,Wide-Eyed,2018-07-20,15
1853,ANTIFRACTALS,2022-12-16,24
1854,Thrive,2022-09-22,10
1855,A Better World,2024-03-15,1
1856,VOYD Vol. II,2022-03-18,18
1857,Miles On It,2024-05-03,1
1858,This Old Dog,2017-05-05,13
1859,2,2012-10-16,11
1860,Happier,2018-08-17,1
1861,Silence,2017-08-11,1
1862,Salad Days,2014-04-01,11
1863,places to be,2024-05-31,1
1864,Encore,2016-08-05,14
1865,Nothing but the Beat 2.0,2011-08-24,23
1866,Leave Before You Love Me,2021-05-21,1
1867,Peace Is The Mission,2015-06-01,9
1868,All Stand Together,2023-11-10,12
1869,Don't You Worry Child,2012-09-14,4
1870,The Middle,2018-01-23,1
1871,How Deep Is Your Love,2015-07-17,1
1872,Thank You (Not So Bad),2023-12-01,1
1873,Layers,2016-11-04,12
1874,DRIVE,2023-04-21,12
1875,Clarity,2012-01-01,10
1876,"She’s Gone, Dance On",2024-05-29,1
1877,One Love (Deluxe),2009-08-21,31
1878,Ride It,2019-07-26,1
1879,LIFE'S A TRIP,2018-08-10,14
1880,Levels,2011-10-28,4
1881,My Way,2016-09-16,1
1882,Sugar Papi,2023-11-03,11
1883,You & Me (Rivo Remix),2023-12-22,1
1884,One Thing Right,2019-06-21,1
1885,More Than You Know,2017-07-28,15
1886,Pharmacy,2015-06-05,13
1887,Stories,2015-10-02,14
1888,In the Name of Love,2016-07-29,1
1889,Another One,2015-08-07,8
1890,Golden Hour,2020-05-29,18
1891,Numb,2022-06-10,1
1892,In My Mind,2018-06-08,1
1893,For Life (feat. Nile Rodgers),2024-04-19,1
1894,Stay,2017-02-23,1
1895,Diplo Presents Thomas Wesley: Chapter 2 - Swamp Savant,2023-07-28,23
1896,Paradise Again,2022-04-15,17
1897,U Are My High (with Future),2021-12-03,1
1898,It Ain't Me,2017-02-17,1
1899,Slide (feat. Frank Ocean & Migos),2017-02-24,1
1900,Scared to Be Lonely,2017-01-27,1
1901,Drifting,2023-06-22,1
1902,It's Not Right But It's Okay,2024-02-23,1
1903,Words (feat. Zara Larsson),2022-04-22,1
1904,You Know You Like It,2014-10-14,1
1905,Good Evening,2017-03-31,26
1906,When We Were Young (The Logical Song),2023-11-10,2
1907,Lioness,2024-06-07,1
1908,Here With Me,2019-03-08,1
1909,Higher Love,2019-06-28,1
1910,Beggin',2023-04-20,1
1911,Skrillex and Diplo present Jack Ü,2015-02-24,10
1912,AVĪCI (01),2017-08-10,6
1913,adore u,2023-08-11,1
1914,10:35,2022-11-03,1
1915,Actual Life (April 14 - December 17 2020),2021-04-15,17
1916,KYGO,2024-06-21,18
1917,Cold Water,2016-07-22,1
1918,Listen (Deluxe),2014-11-10,18
1919,Desire (with Sam Smith),2023-07-28,1
1920,Cloud Nine,2016-05-13,15
1921,The Difference,2020-03-11,1
1922,Still What I'm Looking For,2024-07-12,2
1923,Turn Down for What,2013-12-18,1
1924,So Good,2017-03-17,15
1925,Cry Baby (Deluxe Edition),2015-08-14,16
1926,Deep Down (feat. Never Dull),2022-06-17,1
1927,Manic,2020-01-17,16
1928,Alibi (with Pabllo Vittar & Yseult),2024-06-28,1
1929,Walking On A Dream (10th Anniversary Edition),2008-10-03,16
1930,WANT,2008-07-07,12
1931,K-12,2019-09-06,13
1932,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19,1
1933,"Ride Or Die, Pt. 2",2024-04-18,2
1934,Visions,2012-02-21,13
1935,hopeless fountain kingdom (Deluxe Plus),2017-06-02,17
1936,HEAT,2024-06-14,4
1937,PORTALS,2023-03-31,13
1938,Hyperdrama,2024-04-26,13
1939,Discovery,2001-03-12,14
1940,Queen Of The Clouds,2014-09-24,19
1941,"Alright, Still (Bonus Track Version)",2006-05-08,13
1942,Pa'l Mundo,2005-01-01,22
1943,Random Access Memories,2013-05-20,13
1944,Belly Dancer,2022-02-18,1
